title,author,isbn,num_pages,avg_rating,rating,review,read_count,date_published,date_started,date_read,date_added,user_id,synced_at
We Were Eight Years in Power: An American Tragedy,"Coates, Ta-Nehisi",,367.0,4.39,,,0,2017-10-03,,,2020-06-02,105421501,2023-07-14 16:33:18.986186
That Will Never Work: The Birth of Netflix and the Amazing Life of an Idea,"Randolph, Marc",,337.0,4.21,,,0,2019-09-17,,,2020-06-01,105421501,2023-07-14 16:33:18.986186
How to Be an Antiracist,"Kendi, Ibram X.",,305.0,4.38,,,0,2019-08-13,,,2020-05-31,105421501,2023-07-14 16:33:18.986186
Between the World and Me,"Coates, Ta-Nehisi",,152.0,4.4,4.0,,1,2015-07-14,2020-06-01,2020-06-05,2020-05-31,105421501,2023-07-14 16:33:18.986186
All About Love: New Visions,"hooks, bell",,237.0,4.08,,,0,1999-12-22,,,2020-05-28,105421501,2023-07-14 16:33:18.986186
A Short History of Nearly Everything,"Bryson, Bill",,544.0,4.21,2.0,,1,,2020-05-28,2020-07-07,2020-05-28,105421501,2023-07-14 16:33:18.986186
Jane Eyre,"Brontë, Charlotte",,532.0,4.14,,,0,1847-10-16,,,2020-05-26,105421501,2023-07-14 16:33:18.986186
The Tenant of Wildfell Hall,"Brontë, Anne",,576.0,4.0,,,0,,,,2020-05-26,105421501,2023-07-14 16:33:18.986186
Good Wives,"Alcott, Louisa May",,248.0,3.97,,,0,,,,2020-05-26,105421501,2023-07-14 16:33:18.986186
"Dune
        (Dune, #1)","Herbert, Frank",,604.0,4.26,,,0,1965-06-01,,,2020-05-25,105421501,2023-07-14 16:33:18.986186
The Great Alone,"Hannah, Kristin",,435.0,4.4,,,0,2018-02-06,,,2020-05-24,105421501,2023-07-14 16:33:18.986186
The Intelligent Investor,"Graham, Benjamin",,623.0,4.25,3.0,,1,,2021-01-10,2021-02-04,2020-05-22,105421501,2023-07-14 16:33:18.986186
Such a Fun Age,"Reid, Kiley",,310.0,3.81,3.0,,1,2019-12-31,2020-11-27,2020-11-28,2020-05-22,105421501,2023-07-14 16:33:18.986186
"Call Me By Your Name
        (Call Me By Your Name, #1)","Aciman, André",,248.0,4.12,5.0,,1,2007-01-23,2020-05-20,2020-05-21,2020-05-20,105421501,2023-07-14 16:33:18.986186
"The Economists' Hour: False Prophets, Free Markets, and the Fracture of Society","Appelbaum, Binyamin",,448.0,4.1,,,0,2019-09-03,,,2020-05-19,105421501,2023-07-14 16:33:18.986186
Principles: Life and Work,"Dalio, Ray",,592.0,4.12,,,0,2017-09-19,,,2020-05-19,105421501,2023-07-14 16:33:18.986186
In the Dream House,"Machado, Carmen Maria",,251.0,4.46,,,0,2019-11-05,,,2020-05-18,105421501,2023-07-14 16:33:18.986186
"Sing, Unburied, Sing","Ward, Jesmyn",,285.0,4.01,,,0,2017-09-05,,,2020-05-16,105421501,2023-07-14 16:33:18.986186
Conversations with Friends,"Rooney, Sally",,304.0,3.78,5.0,,1,2017-05-25,2021-08-09,2021-08-22,2020-05-16,105421501,2023-07-14 16:33:18.986186
The Color Purple,"Walker, Alice",,295.0,4.26,,,0,1982-06-01,,,2020-05-16,105421501,2023-07-14 16:33:18.986186
Never Let Me Go,"Ishiguro, Kazuo",,288.0,3.84,,,0,2005-04-05,,,2020-05-16,105421501,2023-07-14 16:33:18.986186
Uncanny Valley: A Memoir,"Wiener, Anna",,281.0,3.65,3.0,,1,2020-01-14,2020-07-22,2020-08-08,2020-05-15,105421501,2023-07-14 16:33:18.986186
"Hatching Twitter: A True Story of Money, Power, Friendship, and Betrayal","Bilton, Nick",,299.0,4.03,,,0,2013-11-05,,,2020-05-14,105421501,2023-07-14 16:33:18.986186
Steve Jobs,"Isaacson, Walter",,630.0,4.16,,,0,2011-10-01,,,2020-05-14,105421501,2023-07-14 16:33:18.986186
A Gentleman in Moscow,"Towles, Amor",,462.0,4.33,,,0,2016-09-06,,,2020-05-14,105421501,2023-07-14 16:33:18.986186
Wuthering Heights,"Brontë, Emily",,464.0,3.88,,,0,1847-12-01,,,2020-05-14,105421501,2023-07-14 16:33:18.986186
Before We Were Strangers,"Carlino, Renee",,320.0,4.15,4.0,,1,2015-08-18,2020-07-17,2020-08-01,2020-05-14,105421501,2023-07-14 16:33:18.986186
Dominicana,"Cruz, Angie",,323.0,4.12,3.0,,1,2019-09-03,2020-07-08,2020-07-17,2020-05-13,105421501,2023-07-14 16:33:18.986186
The Scent Keeper,"Bauermeister, Erica",,311.0,3.94,,,0,2019-05-01,,,2020-05-13,105421501,2023-07-14 16:33:18.986186
All Adults Here,"Straub, Emma",,356.0,3.58,,,0,2020-05-04,,,2020-05-08,105421501,2023-07-14 16:33:18.986186
"Red, White & Royal Blue","McQuiston, Casey",,423.0,4.11,,,0,2019-05-14,,,2020-05-08,105421501,2023-07-14 16:33:18.986186
Normal People,"Rooney, Sally",,305.0,3.81,5.0,,1,2018-08-28,2020-05-13,2020-05-14,2020-05-07,105421501,2023-07-14 16:33:18.986186
Pachinko,"Lee, Min Jin",,496.0,4.33,,,0,2017-02-07,,,2020-05-07,105421501,2023-07-14 16:33:18.986186
The Untethered Soul: The Journey Beyond Yourself,"Singer, Michael A.",,183.0,4.22,,,0,2007-10-03,,,2020-05-07,105421501,2023-07-14 16:33:18.986186
The Five People You Meet in Heaven,"Albom, Mitch",,196.0,3.98,,,0,2003-09-01,,,2020-05-07,105421501,2023-07-14 16:33:18.986186
Kafka on the Shore,"Murakami, Haruki",,467.0,4.14,2.0,,1,,2021-09-18,2021-12-23,2020-05-07,105421501,2023-07-14 16:33:18.986186
The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins",,389.0,4.44,5.0,,1,2017-06-13,2022-01-18,2022-02-02,2020-05-07,105421501,2023-07-14 16:33:18.986186
Irresistible: The Rise of Addictive Technology and the Business of Keeping Us Hooked,"Alter, Adam",,368.0,3.87,,,0,2017-03-07,,,2020-05-07,105421501,2023-07-14 16:33:18.986186
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead","Brown, Brené",,287.0,4.29,,,0,2012-09-11,,,2020-05-07,105421501,2023-07-14 16:33:18.986186
Never Split the Difference: Negotiating As If Your Life Depended On It,"Voss, Chris",,274.0,4.37,,,0,2016-05-17,,,2020-05-06,105421501,2023-07-14 16:33:18.986186
If I Never Met You,"McFarlane, Mhairi",,432.0,3.83,,,0,2020-03-05,,,2020-05-06,105421501,2023-07-14 16:33:18.986186
High Output Management,"Grove, Andrew S.",,272.0,4.3,,,0,,,,2020-05-06,105421501,2023-07-14 16:33:18.986186
Happiness: A Memoir: The Crooked Little Road to Semi-Ever After,"Harpham, Heather",,320.0,4.14,,,0,2017-08-01,,,2020-04-30,105421501,2023-07-14 16:33:18.986186
One Day in December,"Silver, Josie",,393.0,3.88,,,0,2018-10-18,,,2020-04-30,105421501,2023-07-14 16:33:18.986186
"Guns, Germs, and Steel: The Fates of Human Societies","Diamond, Jared",,498.0,4.04,,,0,1997-05-09,,,2020-04-27,105421501,2023-07-14 16:33:18.986186
Winners Never Cheat: Even in Difficult Times,"Sr., Jon M. Huntsman",,224.0,4.11,,,0,2008-10-17,,,2020-04-27,105421501,2023-07-14 16:33:18.986186
"From the Ashes: My Story of Being Métis, Homeless, and Finding My Way","Thistle, Jesse",,368.0,4.5,5.0,,1,2019-08-06,2021-03-29,2021-04-07,2020-04-26,105421501,2023-07-14 16:33:18.986186
American Dirt,"Cummins, Jeanine",,459.0,4.37,3.0,,1,2020-01-21,2022-07-05,2022-09-05,2020-04-26,105421501,2023-07-14 16:33:18.986186
The Two Lives of Lydia Bird,"Silver, Josie",,369.0,3.75,,,0,2020-01-30,,,2020-04-25,105421501,2023-07-14 16:33:18.986186
A Little Life,"Yanagihara, Hanya",,951.0,4.34,,,0,2015-03-10,,,2020-04-23,105421501,2023-07-14 16:33:18.986186
The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,"Iger, Robert",,272.0,4.42,5.0,,1,2019-09-23,2020-08-04,2020-09-13,2020-04-22,105421501,2023-07-14 16:33:18.986186
Eleanor Oliphant Is Completely Fine,"Honeyman, Gail",,336.0,4.25,,,0,2017-05-09,,,2020-04-22,105421501,2023-07-14 16:33:18.986186
Algorithms to Live By: The Computer Science of Human Decisions,"Christian, Brian",,368.0,4.13,4.0,,1,2016-04-19,2021-06-18,2021-09-18,2020-04-18,105421501,2023-07-14 16:33:18.986186
The Miseducation of Cameron Post,"Danforth, Emily M.",,473.0,4.06,,,0,2012-02-07,,,2020-04-15,105421501,2023-07-14 16:33:18.986186
The Center Cannot Hold: My Journey Through Madness,"Saks, Elyn R.",,340.0,4.29,,,0,2007-08-14,,,2020-04-15,105421501,2023-07-14 16:33:18.986186
Pro Git,"Chacon, Scott",,290.0,4.18,,,1,,,,2020-04-14,105421501,2023-07-14 16:33:18.986186
On China,"Kissinger, Henry",,608.0,4.17,,,0,2011-01-01,,,2020-04-14,105421501,2023-07-14 16:33:18.986186
All the Light We Cannot See,"Doerr, Anthony",,531.0,4.32,3.0,,1,2014-05-06,2020-03-17,2020-04-22,2020-02-24,105421501,2023-07-14 16:33:18.986186
You're Not Listening: What You're Missing and Why It Matters,"Murphy, Kate",,278.0,4.09,,,0,2020-01-07,,,2020-02-23,105421501,2023-07-14 16:33:18.986186
Why We Sleep: Unlocking the Power of Sleep and Dreams,"Walker, Matthew",,368.0,4.38,5.0,,1,2017-09-28,2020-09-27,2020-11-01,2020-02-18,105421501,2023-07-14 16:33:18.986186
Where the Crawdads Sing,"Owens, Delia",,384.0,4.4,5.0,,1,2018-08-14,2020-03-02,2020-03-16,2020-02-12,105421501,2023-07-14 16:33:18.986186
Them: Why We Hate Each Other - and How to Heal,"Sasse, Ben",,288.0,4.18,,,0,2018-10-16,,,2020-02-06,105421501,2023-07-14 16:33:18.986186
The Algorithmic Leader: How to Be Smart When Machines Are Smarter Than You,"Walsh, Mike",,256.0,3.85,,,0,2019-03-01,,,2020-02-06,105421501,2023-07-14 16:33:18.986186
The Omnivore's Dilemma: A Natural History of Four Meals,"Pollan, Michael",,450.0,4.18,,,0,2006-04-11,,,2020-02-05,105421501,2023-07-14 16:33:18.986186
Nobody Ever Talks About Anything But the End: A Memoir,"Levine, Liz",,304.0,4.2,,,0,2020-01-28,,,2020-02-04,105421501,2023-07-14 16:33:18.986186
The Highly Sensitive Person: How to Thrive When the World Overwhelms You,"Aron, Elaine N.",,251.0,3.86,1.0,,1,1997-06-02,2020-05-07,2020-05-13,2020-01-30,105421501,2023-07-14 16:33:18.986186
Gut: The Inside Story of Our Body's Most Underrated Organ,"Enders, Giulia",,273.0,4.07,,,0,2014-02-28,,,2020-01-29,105421501,2023-07-14 16:33:18.986186
What If? Serious Scientific Answers to Absurd Hypothetical Questions,"Munroe, Randall",,303.0,4.14,,,0,2014-09-02,,,2020-01-26,105421501,2023-07-14 16:33:18.986186
War Doctor: Surgery on the Front Line,"Nott, David",,355.0,4.54,,,0,2019-02-21,,,2020-01-26,105421501,2023-07-14 16:33:18.986186
Tuesdays with Morrie,"Albom, Mitch",,210.0,4.16,,,0,1997-08-18,,,2020-01-25,105421501,2023-07-14 16:33:18.986186
Indistractable: How to Control Your Attention and Choose Your Life,"Eyal, Nir",,290.0,3.75,,,0,2019-08-06,,,2020-01-25,105421501,2023-07-14 16:33:18.986186
How Will You Measure Your Life?,"Christensen, Clayton M.",,240.0,4.05,,,0,2012-05-01,,,2020-01-25,105421501,2023-07-14 16:33:18.986186
Happiness: A Guide to Developing Life's Most Important Skill,"Ricard, Matthieu",,304.0,4.07,,,0,,,,2020-01-25,105421501,2023-07-14 16:33:18.986186
Grit: The Power of Passion and Perseverance,"Duckworth, Angela",,277.0,4.08,,,0,2016-05-03,,,2020-01-25,105421501,2023-07-14 16:33:18.986186
"Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life","Kabat-Zinn, Jon",,304.0,4.12,,,0,,,,2020-01-20,105421501,2023-07-14 16:33:18.986186
"The Courage to Be Disliked: How to Free Yourself, Change your Life and Achieve Real Happiness","Kishimi, Ichiro",,288.0,4.05,,,0,2013-12-12,,,2020-01-20,105421501,2023-07-14 16:33:18.986186
Siddartha,"Hesse, Hermann",,131.0,4.06,,,0,,,,2020-01-20,105421501,2023-07-14 16:33:18.986186
Things I Wish I'd Known Before We Got Married,"Chapman, Gary",,160.0,4.01,,,0,2010-01-01,,,2020-01-20,105421501,2023-07-14 16:33:18.986186
Attached: The New Science of Adult Attachment and How It Can Help You Find—and Keep—Love,"Levine, Amir",,304.0,4.15,5.0,,1,2010-12-30,2022-07-11,2022-07-15,2020-01-20,105421501,2023-07-14 16:33:18.986186
All You Can Ever Know,"Chung, Nicole",,240.0,3.85,,,0,2018-10-02,,,2020-01-19,105421501,2023-07-14 16:33:18.986186
To Pixar and Beyond: My Unlikely Journey with Steve Jobs to Make Entertainment History,"Levy, Lawrence",,272.0,4.22,,,0,2016-11-01,,,2020-01-13,105421501,2023-07-14 16:33:18.986186
You're Not Listening: What You're Missing and Why It Matters,"Murphy, Kate",,284.0,4.09,,,0,2020-01-07,,,2020-01-13,105421501,2023-07-14 16:33:18.986186
"Ai Superpowers: China, Silicon Valley, and the New World Order","Lee, Kai-Fu",,255.0,4.11,,,0,2018-09-25,,,2020-01-13,105421501,2023-07-14 16:33:18.986186
Educated,"Westover, Tara",,336.0,4.47,5.0,,1,2018-02-20,2020-06-27,2020-07-06,2020-01-09,105421501,2023-07-14 16:33:18.986186
Modern Romance,"Ansari, Aziz",,279.0,3.81,3.0,,1,2015-06-16,2020-06-16,2020-10-04,2020-01-08,105421501,2023-07-14 16:33:18.986186
The Fault in Our Stars,"Green, John",,313.0,4.15,4.0,,1,2012-01-10,,,2020-01-08,105421501,2023-07-14 16:33:18.986186
"The Giver
        (The Giver, #1)","Lowry, Lois",,208.0,4.12,5.0,,1,1993-04-26,,,2020-01-08,105421501,2023-07-14 16:33:18.986186
The Diary of a Young Girl,"Frank, Anne",,283.0,4.18,3.0,,1,,,2014-01-01,2020-01-08,105421501,2023-07-14 16:33:18.986186
"The Simple Path to Wealth: Your road map to financial independence and a rich, free life","Collins, J L",,288.0,4.44,,,0,2016-06-17,,,2020-01-08,105421501,2023-07-14 16:33:18.986186
"Love 2.0: How Our Supreme Emotion Affects Everything We Feel, Think, Do, and Become","Fredrickson, Barbara L.",,256.0,3.82,,,0,2013-01-01,,,2020-01-08,105421501,2023-07-14 16:33:18.986186
Contagious: Why Things Catch On,"Berger, Jonah",,210.0,3.97,4.0,,1,2013-03-01,,,2020-01-08,105421501,2023-07-14 16:33:18.986186
Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,"Taleb, Nassim Nicholas",,368.0,4.08,,,0,,,,2020-01-04,105421501,2023-07-14 16:33:18.986186
Lincoln's Melancholy: How Depression Challenged a President and Fueled His Greatness,"Shenk, Joshua Wolf",,368.0,3.9,,,0,2005-09-22,,,2020-01-03,105421501,2023-07-14 16:33:18.986186
Thank You for Being Late: An Optimist's Guide to Thriving in the Age of Accelerations,"Friedman, Thomas L.",,486.0,3.89,,,0,2016-08-23,,,2020-01-01,105421501,2023-07-14 16:33:18.986186
Alibaba: The House That Jack Ma Built,"Clark, Duncan",,304.0,3.87,,,0,2016-04-12,,,2020-01-01,105421501,2023-07-14 16:33:18.986186
The Selfish Gene,"Dawkins, Richard",,360.0,4.15,,,0,,,,2019-12-30,105421501,2023-07-14 16:33:18.986186
The Moment of Lift: How Empowering Women Changes the World,"Gates, Melinda",,273.0,4.28,,,0,2019-04-23,,,2019-12-30,105421501,2023-07-14 16:33:18.986186
Brotopia: Breaking Up the Boys' Club of Silicon Valley,"Chang, Emily",,335.0,4.02,4.0,,1,2018-02-06,2020-01-09,2020-02-05,2019-12-27,105421501,2023-07-14 16:33:18.986186
Prepared: What Kids Need for a Fulfilled Life,"Tavenner, Diane",,304.0,3.93,,,0,2019-09-09,,,2019-12-10,105421501,2023-07-14 16:33:18.986186
A Woman Is No Man,"Rum, Etaf",,339.0,4.26,,,0,2019-03-05,,,2019-11-20,105421501,2023-07-14 16:33:18.986186
Digital Minimalism: Choosing a Focused Life in a Noisy World,"Newport, Cal",,284.0,4.06,,,0,,,,2019-11-20,105421501,2023-07-14 16:33:18.986186
Invisible Women: Data Bias in a World Designed for Men,"Criado Pérez, Caroline",,318.0,4.36,3.0,,1,2019-03-07,2020-07-07,2020-08-04,2019-11-20,105421501,2023-07-14 16:33:18.986186
Quiet: The Power of Introverts in a World That Can't Stop Talking,"Cain, Susan",,333.0,4.07,3.0,,1,2012-01-24,,2017-01-01,2019-11-19,105421501,2023-07-14 16:33:18.986186
Good to Great: Why Some Companies Make the Leap... and Others Don't,"Collins, James C.",,300.0,4.14,4.0,,1,2001-11-01,,2017-01-01,2019-11-19,105421501,2023-07-14 16:33:18.986186
"Thinking, Fast and Slow","Kahneman, Daniel",,499.0,4.18,1.0,,1,2011-10-25,,2017-01-01,2019-11-19,105421501,2023-07-14 16:33:18.986186
The Outsiders,"Hinton, S.E.",,192.0,4.12,4.0,,1,1967-04-24,,2007-01-01,2019-11-14,105421501,2023-07-14 16:33:18.986186
Whistling Vivaldi: And Other Clues to How Stereotypes Affect Us,"Steele, Claude M.",,242.0,3.93,,,0,2010-04-12,,,2019-11-14,105421501,2023-07-14 16:33:18.986186
1984,"Orwell, George",,328.0,4.19,,,0,1949-06-08,,,2019-11-14,105421501,2023-07-14 16:33:18.986186
To Kill a Mockingbird,"Lee, Harper",,323.0,4.27,,,0,,,,2019-11-14,105421501,2023-07-14 16:33:18.986186
The Tattooist of Auschwitz,"Morris, Heather",,277.0,4.29,5.0,,1,2018-01-11,2019-12-30,2020-01-09,2019-11-14,105421501,2023-07-14 16:33:18.986186
The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work,"Achor, Shawn",,272.0,4.14,4.0,,1,2010-01-01,2020-01-08,2020-03-02,2019-11-14,105421501,2023-07-14 16:33:18.986186
On the Shortness of Life: Life Is Long if You Know How to Use It,Seneca,,106.0,4.19,,,0,,,,2019-11-14,105421501,2023-07-14 16:33:18.986186
21 Lessons for the 21st Century,"Harari, Yuval Noah",,372.0,4.17,,,0,2018-09-04,,,2019-11-14,105421501,2023-07-14 16:33:18.986186
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,"Sincero, Jen",,254.0,3.95,2.0,,1,2013-04-23,,2019-05-01,2019-11-14,105421501,2023-07-14 16:33:18.986186
Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,"Rosling, Hans",,342.0,4.36,5.0,,1,2018-04-03,,2018-05-01,2019-11-14,105421501,2023-07-14 16:33:18.986186
Sapiens: A Brief History of Humankind,"Harari, Yuval Noah",,512.0,4.37,4.0,,1,,,2019-03-01,2019-11-14,105421501,2023-07-14 16:33:18.986186
"Option B: Facing Adversity, Building Resilience, and Finding Joy","Grant, Adam Sandberg, Sheryl,",,240.0,3.85,3.0,,1,2017-04-24,,2017-08-01,2019-11-14,105421501,2023-07-14 16:33:18.986186
Outliers: The Story of Success,"Gladwell, Malcolm",,309.0,4.19,5.0,,1,2008-11-18,,2017-03-01,2019-11-14,105421501,2023-07-14 16:33:18.986186
"Lean In: Women, Work, and the Will to Lead","Sandberg, Sheryl",,217.0,3.95,5.0,,1,2013-07-07,,2017-05-01,2019-11-14,105421501,2023-07-14 16:33:18.986186
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,"Manson, Mark",,212.0,3.9,3.0,,1,2016-09-13,,2017-09-01,2019-11-14,105421501,2023-07-14 16:33:18.986186
How to Win Friends and Influence People,"Carnegie, Dale",,288.0,4.22,2.0,,1,1936-10-01,,2017-02-01,2019-11-14,105421501,2023-07-14 16:33:18.986186
The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,"Horowitz, Ben",,304.0,4.22,3.0,,1,2014-10-01,2020-04-27,2020-05-06,2019-11-14,105421501,2023-07-14 16:33:18.986186
"The Hate U Give
        (The Hate U Give, #1)","Thomas, Angie",,454.0,4.49,4.0,,1,2017-02-28,2020-05-06,2020-05-07,2019-11-14,105421501,2023-07-14 16:33:18.986186
Everything is F*cked: A Book About Hope,"Manson, Mark",,288.0,3.7,3.0,,1,2019-03-05,2019-11-19,2019-12-31,2019-11-14,105421501,2023-07-14 16:33:18.986186
Talking to Strangers: What We Should Know About the People We Don’t Know,"Gladwell, Malcolm",,388.0,4.02,3.0,,1,2019-09-10,2020-01-01,2020-01-08,2019-11-14,105421501,2023-07-14 16:33:18.986186
The Alchemist,"Coelho, Paulo",,182.0,3.9,4.0,,2,,2019-11-14,2019-11-19,2019-11-14,105421501,2023-07-14 16:33:18.986186
American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road,"Bilton, Nick",,328.0,4.4,5.0,,1,2017-05-02,,2019-09-30,2019-11-14,105421501,2023-07-14 16:33:18.986186
Bad Blood: Secrets and Lies in a Silicon Valley Startup,"Carreyrou, John",,339.0,4.41,4.0,,1,2018-05-21,,2019-10-20,2019-11-14,105421501,2023-07-14 16:33:18.986186
Man's Search for Meaning,"Frankl, Viktor E.",,165.0,4.37,4.0,,1,,,2018-01-01,2019-11-14,105421501,2023-07-14 16:33:18.986186
When Breath Becomes Air,"Kalanithi, Paul",,208.0,4.39,4.0,,1,2016-01-12,2019-11-14,2019-12-27,2019-11-14,105421501,2023-07-14 16:33:18.986186
"The Upstarts: How Uber, Airbnb, and the Killer Companies of the New Silicon Valley Are Changing the World","Stone, Brad",,384.0,4.04,2.0,,1,2017-01-31,2020-05-25,2020-05-26,2019-11-14,105421501,2023-07-14 16:33:18.986186
Shoe Dog: A Memoir by the Creator of Nike,"Knight, Phil",,400.0,4.47,5.0,,1,2016-04-24,,2019-11-14,2019-11-14,105421501,2023-07-14 16:33:18.986186
Becoming,"Obama, Michelle",,426.0,4.47,5.0,,1,2018-11-13,,2019-08-31,2019-11-14,105421501,2023-07-14 16:33:18.986186
Born a Crime: Stories from a South African Childhood,"Noah, Trevor",,9.0,4.49,5.0,,1,2016-11-15,2020-05-16,2020-05-20,2019-11-14,105421501,2023-07-14 16:33:18.986186
"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future","Vance, Ashlee",,392.0,4.19,5.0,,1,2015-03-03,,2018-01-01,2019-11-14,105421501,2023-07-14 16:33:18.986186
Small Things Like These,"Keegan, Claire",0802158749,118.0,4.20,,None,0,2021-11-05,,,2023-07-13,142394620,2023-07-15 00:58:12.532180
Save the Cat! Writes a Novel,"Brody, Jessica",,320.0,4.51,,None,0,2018-01-01,,,2023-07-13,142394620,2023-07-15 00:58:12.532180
Solito,"Zamora, Javier",0593498062,384.0,4.50,,None,0,2022-09-06,,,2023-07-12,142394620,2023-07-15 00:58:12.532180
Don't Shoot the Dog! : The New Art of Teaching and Training,karen-pryor,1860542387,202.0,4.26,,None,0,,,,2023-07-12,142394620,2023-07-15 00:58:12.532180
"Random Acts of Medicine: The Hidden Forces That Sway Doctors, Impact Patients, and Shape Our Health","Jena, Anupam B.",0385548818,320.0,4.04,,None,0,2023-07-11,,,2023-07-11,142394620,2023-07-15 00:58:12.532180
Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness,"Magness, Steve",006309861X,320.0,3.91,,None,0,,,,2023-07-11,142394620,2023-07-15 00:58:12.532180
Built to Move: The Ten Essential Habits to Help You Move Freely and Live Fully,"Starrett, Kelly",0593534808,336.0,4.29,,None,0,2023-04-11,,,2023-06-21,142394620,2023-07-15 00:58:12.532180
"The Courage to Be Disliked: How to Free Yourself, Change your Life and Achieve Real Happiness","Kishimi, Ichiro",,288.0,4.05,,None,0,2013-12-12,,,2023-06-20,142394620,2023-07-15 00:58:12.532180
The Patriarch: The Remarkable Life and Turbulent Times of Joseph P. Kennedy,"Nasaw, David",1594203768,868.0,4.07,,None,0,2012-11-13,,,2023-06-19,142394620,2023-07-15 00:58:12.532180
Steve Jobs,"Isaacson, Walter",1451648537,630.0,4.16,,None,0,2011-10-01,,,2023-06-19,142394620,2023-07-15 00:58:12.532180
Liar's Poker,"Lewis, Michael",039333869X,310.0,4.15,3.0,None,1,1989-10-17,,2023-06-12,2023-06-12,142394620,2023-07-15 00:58:12.532180
I Will Teach You to Be Rich: No Guilt. No Excuses. No BS. Just a 6-Week Program That Works,"Sethi, Ramit",1523505745,352.0,4.16,3.0,None,1,2009-01-01,,2023-06-07,2023-06-07,142394620,2023-07-15 00:58:12.532180
Man's Search for Meaning,"Frankl, Viktor E.",080701429X,165.0,4.37,,None,0,,,,2023-06-06,142394620,2023-07-15 00:58:12.532180
I Don't Want to Talk About It: Overcoming the Secret Legacy of Male Depression,"Real, Terrence",0684835398,384.0,4.31,,None,0,1997-01-01,,,2023-05-28,142394620,2023-07-15 00:58:12.532180
Anatomy of a Breakthrough: How to Get Unstuck When It Matters Most,"Alter, Adam",1982182989,316.0,4.19,3.0,None,1,,,2023-07-11,2023-05-19,142394620,2023-07-15 00:58:12.532180
Feeling Good: The New Mood Therapy,"Burns, David D.",0380810336,736.0,4.04,,None,0,,,,2023-05-16,142394620,2023-07-15 00:58:12.532180
Excellent Advice for Living: Wisdom I Wish I'd Known Earlier,"Kelly, Kevin",0593654528,224.0,4.30,,None,0,,,,2023-05-13,142394620,2023-07-15 00:58:12.532180
Life Worth Living: A Guide to What Matters Most,"Volf, Miroslav",0593489306,352.0,3.78,,None,0,,,,2023-04-28,142394620,2023-07-15 00:58:12.532180
Write Useful Books: A modern approach to designing and refining recommendable nonfiction,"Fitzpatrick, Rob",,158.0,4.56,,None,0,,,,2023-04-25,142394620,2023-07-15 00:58:12.532180
Africa Is Not a Country: Notes on a Bright Continent,"Faloyin, Dipo",0393881539,400.0,4.46,4.0,None,1,2022-04-07,,2023-05-13,2023-04-24,142394620,2023-07-15 00:58:12.532180
The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,"Iger, Robert",,272.0,4.42,4.0,None,1,2019-09-23,,2023-06-19,2023-04-19,142394620,2023-07-15 00:58:12.532180
"How to Do the Work: Recognize Your Patterns, Heal from Your Past, and Create Your Self","LePera, Nicole",0063012103,320.0,4.15,,None,0,2021-03-09,,,2023-04-18,142394620,2023-07-15 00:58:12.532180
Outlive: The Science and Art of Longevity,"Attia, Peter",0593236599,496.0,4.46,5.0,None,1,2023-03-28,,2023-05-28,2023-04-15,142394620,2023-07-15 00:58:12.532180
"Red Rising
        (Red Rising Saga, #1)","Brown, Pierce",0345539788,382.0,4.26,,None,0,2014-01-28,,,2023-04-04,142394620,2023-07-15 00:58:12.532180
Stardust,"Gaiman, Neil",0061142026,248.0,4.10,,None,0,,,,2023-04-04,142394620,2023-07-15 00:58:12.532180
Nobody Wants to Read Your Sh*t: Why That Is And What You Can Do About It,"Pressfield, Steven",,210.0,4.21,,None,0,,,,2023-04-04,142394620,2023-07-15 00:58:12.532180
"A Swim in a Pond in the Rain: In Which Four Russians Give a Master Class on Writing, Reading, and Life","Saunders, George",,403.0,4.55,,None,0,2021-01-12,,,2023-04-04,142394620,2023-07-15 00:58:12.532180
"Storyworthy: Engage, Teach, Persuade, and Change Your Life through the Power of Storytelling","Dicks, Matthew",1608685489,368.0,4.28,,None,0,2018-06-15,,,2023-04-04,142394620,2023-07-15 00:58:12.532180
"Values in Therapy: A Clinician’s Guide to Helping Clients Explore Values, Increase Psychological Flexibility, and Live a More Meaningful Life","LeJeune, Jenna",1684033217,232.0,4.40,,None,0,,,,2023-04-03,142394620,2023-07-15 00:58:12.532180
What I Talk About When I Talk About Running,"Murakami, Haruki",0307269191,188.0,3.87,3.0,None,1,2007-10-15,,2023-05-27,2023-04-03,142394620,2023-07-15 00:58:12.532180
